exam_name,organization,year,tier,total_marks,General/UR,OBC,SC,ST,EWS,text
RRB NTPC,RRB,2025,CBT-1,100,73.11,55.85,52.2,41.26,71.1,"Category-wise CBT-1 cut-off marks for RRB NTPC 2025:
Unreserved: 73.11, Other Backward Classes: 55.85, Scheduled Caste: 52.2, Scheduled Tribe: 41.26. Maximum marks: 100."
RBI Grade B,RBI,2024,Phase-I,200,123.1,105.15,95.28,94.63,120.5,"RBI Grade B 2024
Phase-I Qualifying Marks:
UR: 123.1 | OBC: 105.15 | SC: 95.28 | ST: 94.63 | EWS: 120.5
Total Marks: 200"
SBI PO,SBI,2025,Mains,225,109.61,117.63,113.95,83.39,105.68,"SBI PO 2025
Mains Qualifying Marks:
UR: 109.61 | OBC: 117.63 | SC: 113.95 | ST: 83.39 | EWS: 105.68
Total Marks: 225"
SSC CGL,SSC,2023,Tier-I,200,165.34,140.58,120.77,95.03,157.85,"Category-wise Tier-I cut-off marks for SSC CGL 2023:
Unreserved: 165.34, Other Backward Classes: 140.58, Scheduled Caste: 120.77, Scheduled Tribe: 95.03. Maximum marks: 200."
SBI PO,SBI,2021,Prelims,100,61.14,66.14,63.3,50.78,54.17,"SBI PO 2021 Prelims Cutoff Marks (Out of 100):
General: 61.14
OBC: 66.14
SC: 63.3
ST: 50.78
EWS: 54.17"
RBI Grade B,RBI,2026,Phase-I,200,139.44,95.25,86.79,104.28,133.34,"RBI Grade B 2026 Phase-I Cutoff Marks (Out of 200):
General: 139.44
OBC: 95.25
SC: 86.79
ST: 104.28
EWS: 133.34"
UPSC CSE,UPSC,2021,Mains,1750,846.6,814.22,690.02,679.82,843.29,"UPSC CSE 2021 Mains Cutoff Marks (Out of 1750):
General: 846.6
OBC: 814.22
SC: 690.02
ST: 679.82
EWS: 843.29"
SSC CHSL,SSC,2026,Tier-I,200,151.68,160.77,116.88,96.85,144.73,"SSC CHSL 2026
Tier-I Qualifying Marks:
UR: 151.68 | OBC: 160.77 | SC: 116.88 | ST: 96.85 | EWS: 144.73
Total Marks: 200"
SSC CHSL,SSC,2022,Tier-I,200,160.64,143.09,122.1,112.39,152.75,"SSC CHSL 2022 Tier-I Cutoff Marks (Out of 200):
General: 160.64
OBC: 143.09
SC: 122.1
ST: 112.39
EWS: 152.75"
SSC CGL,SSC,2021,Tier-I,200,167.89,140.98,103.57,112.54,163.88,"Category-wise Tier-I cut-off marks for SSC CGL 2021:
Unreserved: 167.89, Other Backward Classes: 140.98, Scheduled Caste: 103.57, Scheduled Tribe: 112.54. Maximum marks: 200."
UPSC CSE,UPSC,2024,Final,2025,946.66,913.86,903.02,793.97,941.04,"Category-wise Final cut-off marks for UPSC CSE 2024:
Unreserved: 946.66, Other Backward Classes: 913.86, Scheduled Caste: 903.02, Scheduled Tribe: 793.97. Maximum marks: 2025."
IBPS PO,IBPS,2025,Prelims,100,65.05,58.75,40.07,44.82,58.71,"IBPS PO 2025
Prelims Qualifying Marks:
UR: 65.05 | OBC: 58.75 | SC: 40.07 | ST: 44.82 | EWS: 58.71
Total Marks: 100"
APPSC Group I,APPSC,2025,Mains,900,542.63,486.88,444.6,351.78,538.08,"The cutoff for APPSC Group I Mains (2025) has been declared. General category cutoff is 542.63/900, OBC cutoff is 486.88/900, SC cutoff is 444.6/900, ST cutoff is 351.78/900."
RBI Grade B,RBI,2020,Phase-II,300,181.61,190.08,166.75,157.37,174.07,"RBI Grade B 2020 Phase-II Cutoff Marks (Out of 300):
General: 181.61
OBC: 190.08
SC: 166.75
ST: 157.37
EWS: 174.07"
SSC CGL,SSC,2024,Tier-II,400,340.26,328.65,262.6,197.49,335.53,"SSC CGL 2024
Tier-II Qualifying Marks:
UR: 340.26 | OBC: 328.65 | SC: 262.6 | ST: 197.49 | EWS: 335.53
Total Marks: 400"
RBI Grade B,RBI,2021,Phase-II,300,184.34,193.06,128.91,121.13,177.77,"RBI Grade B 2021
Phase-II Qualifying Marks:
UR: 184.34 | OBC: 193.06 | SC: 128.91 | ST: 121.13 | EWS: 177.77
Total Marks: 300"
RBI Grade B,RBI,2026,Phase-I,200,107.8,94.96,95.28,74.71,104.29,"RBI Grade B 2026
Phase-I Qualifying Marks:
UR: 107.8 | OBC: 94.96 | SC: 95.28 | ST: 74.71 | EWS: 104.29
Total Marks: 200"
UPSC CSE,UPSC,2020,Prelims,200,90.1,86.38,89.03,81.18,85.42,"Category-wise Prelims cut-off marks for UPSC CSE 2020:
Unreserved: 90.1, Other Backward Classes: 86.38, Scheduled Caste: 89.03, Scheduled Tribe: 81.18. Maximum marks: 200."
SBI PO,SBI,2025,Mains,225,120.38,108.52,95.23,100.88,116.96,"SBI PO 2025
Mains Qualifying Marks:
UR: 120.38 | OBC: 108.52 | SC: 95.23 | ST: 100.88 | EWS: 116.96
Total Marks: 225"
SBI PO,SBI,2020,Mains,225,108.85,114.17,118.43,109.92,100.9,"The cutoff for SBI PO Mains (2020) has been declared. General category cutoff is 108.85/225, OBC cutoff is 114.17/225, SC cutoff is 118.43/225, ST cutoff is 109.92/225."
SSC CGL,SSC,2023,Tier-II,400,331.36,293.13,250.76,223.68,326.48,"SSC CGL 2023
Tier-II Qualifying Marks:
UR: 331.36 | OBC: 293.13 | SC: 250.76 | ST: 223.68 | EWS: 326.48
Total Marks: 400"
IBPS PO,IBPS,2025,Prelims,100,65.84,55.49,40.63,50.35,60.65,"IBPS PO 2025
Prelims Qualifying Marks:
UR: 65.84 | OBC: 55.49 | SC: 40.63 | ST: 50.35 | EWS: 60.65
Total Marks: 100"
SSC CGL,SSC,2024,Tier-I,200,162.7,136.55,104.04,111.09,158.9,"SSC CGL 2024
Tier-I Qualifying Marks:
UR: 162.7 | OBC: 136.55 | SC: 104.04 | ST: 111.09 | EWS: 158.9
Total Marks: 200"
RRB NTPC,RRB,2025,CBT-1,100,68.1,61.48,56.25,40.97,65.47,"RRB NTPC 2025
CBT-1 Qualifying Marks:
UR: 68.1 | OBC: 61.48 | SC: 56.25 | ST: 40.97 | EWS: 65.47
Total Marks: 100"
APPSC Group I,APPSC,2023,Mains,900,516.72,488.1,430.28,370.54,514.43,"APPSC Group I 2023 Mains Cutoff Marks (Out of 900):
General: 516.72
OBC: 488.1
SC: 430.28
ST: 370.54
EWS: 514.43"
UPSC CSE,UPSC,2026,Final,2025,1037.55,946.13,870.92,888.29,1034.21,"UPSC CSE 2026 Final Cutoff Marks (Out of 2025):
General: 1037.55
OBC: 946.13
SC: 870.92
ST: 888.29
EWS: 1034.21"
TSPSC Group I,TSPSC,2025,Final,1050,700.5,602.0,534.44,559.06,693.79,"TSPSC Group I 2025
Final Qualifying Marks:
UR: 700.5 | OBC: 602.0 | SC: 534.44 | ST: 559.06 | EWS: 693.79
Total Marks: 1050"
SSC CGL,SSC,2026,Tier-I,200,155.24,143.42,124.9,123.7,149.46,"SSC CGL 2026 Tier-I Cutoff Marks (Out of 200):
General: 155.24
OBC: 143.42
SC: 124.9
ST: 123.7
EWS: 149.46"
IBPS PO,IBPS,2024,Prelims,100,68.25,59.95,57.59,50.73,64.67,"Category-wise Prelims cut-off marks for IBPS PO 2024:
Unreserved: 68.25, Other Backward Classes: 59.95, Scheduled Caste: 57.59, Scheduled Tribe: 50.73. Maximum marks: 100."
RRB NTPC,RRB,2021,CBT-2,120,81.1,75.42,77.75,64.66,78.32,"RRB NTPC 2021 CBT-2 Cutoff Marks (Out of 120):
General: 81.1
OBC: 75.42
SC: 77.75
ST: 64.66
EWS: 78.32"
TSPSC Group I,TSPSC,2026,Final,1050,620.24,660.15,498.49,446.19,615.81,"TSPSC Group I 2026 Final Cutoff Marks (Out of 1050):
General: 620.24
OBC: 660.15
SC: 498.49
ST: 446.19
EWS: 615.81"
IBPS PO,IBPS,2026,Mains,225,127.96,114.5,90.43,84.2,124.6,"IBPS PO 2026 Mains Cutoff Marks (Out of 225):
General: 127.96
OBC: 114.5
SC: 90.43
ST: 84.2
EWS: 124.6"
RBI Grade B,RBI,2025,Phase-II,300,191.88,169.77,153.13,155.6,186.74,"RBI Grade B 2025
Phase-II Qualifying Marks:
UR: 191.88 | OBC: 169.77 | SC: 153.13 | ST: 155.6 | EWS: 186.74
Total Marks: 300"
IBPS PO,IBPS,2023,Mains,225,115.51,94.77,94.96,95.13,108.17,"The cutoff for IBPS PO Mains (2023) has been declared. General category cutoff is 115.51/225, OBC cutoff is 94.77/225, SC cutoff is 94.96/225, ST cutoff is 95.13/225."
TSPSC Group I,TSPSC,2025,Final,1050,629.83,668.25,554.69,449.0,626.97,"TSPSC Group I 2025 Final Cutoff Marks (Out of 1050):
General: 629.83
OBC: 668.25
SC: 554.69
ST: 449.0
EWS: 626.97"
UPSC CSE,UPSC,2025,Prelims,200,105.37,99.47,79.18,76.86,101.34,"The cutoff for UPSC CSE Prelims (2025) has been declared. General category cutoff is 105.37/200, OBC cutoff is 99.47/200, SC cutoff is 79.18/200, ST cutoff is 76.86/200."
UPSC CSE,UPSC,2020,Prelims,200,98.55,92.99,88.81,73.76,90.78,"UPSC CSE 2020 Prelims Cutoff Marks (Out of 200):
General: 98.55
OBC: 92.99
SC: 88.81
ST: 73.76
EWS: 90.78"
RRB NTPC,RRB,2024,CBT-1,100,69.21,59.02,51.71,54.69,62.03,"The cutoff for RRB NTPC CBT-1 (2024) has been declared. General category cutoff is 69.21/100, OBC cutoff is 59.02/100, SC cutoff is 51.71/100, ST cutoff is 54.69/100."
TSPSC Group I,TSPSC,2025,Final,1050,689.44,556.21,617.14,460.44,685.55,"TSPSC Group I 2025 Final Cutoff Marks (Out of 1050):
General: 689.44
OBC: 556.21
SC: 617.14
ST: 460.44
EWS: 685.55"
IBPS PO,IBPS,2023,Mains,225,102.89,110.87,86.89,91.68,99.42,"The cutoff for IBPS PO Mains (2023) has been declared. General category cutoff is 102.89/225, OBC cutoff is 110.87/225, SC cutoff is 86.89/225, ST cutoff is 91.68/225."
RBI Grade B,RBI,2025,Phase-I,200,104.8,101.64,108.75,75.3,97.53,"Category-wise Phase-I cut-off marks for RBI Grade B 2025:
Unreserved: 104.8, Other Backward Classes: 101.64, Scheduled Caste: 108.75, Scheduled Tribe: 75.3. Maximum marks: 200."
RRB NTPC,RRB,2025,CBT-1,100,66.56,64.58,58.8,51.64,63.42,"RRB NTPC 2025 CBT-1 Cutoff Marks (Out of 100):
General: 66.56
OBC: 64.58
SC: 58.8
ST: 51.64
EWS: 63.42"
UPSC CSE,UPSC,2025,Final,2025,926.31,906.31,868.31,788.21,923.47,"UPSC CSE 2025
Final Qualifying Marks:
UR: 926.31 | OBC: 906.31 | SC: 868.31 | ST: 788.21 | EWS: 923.47
Total Marks: 2025"
SSC CGL,SSC,2023,Tier-II,400,300.87,311.5,222.07,228.08,293.44,"SSC CGL 2023
Tier-II Qualifying Marks:
UR: 300.87 | OBC: 311.5 | SC: 222.07 | ST: 228.08 | EWS: 293.44
Total Marks: 400"
RRB NTPC,RRB,2022,CBT-2,120,90.56,87.86,71.37,63.72,85.54,"The cutoff for RRB NTPC CBT-2 (2022) has been declared. General category cutoff is 90.56/120, OBC cutoff is 87.86/120, SC cutoff is 71.37/120, ST cutoff is 63.72/120."
UPSC CSE,UPSC,2025,Mains,1750,816.18,752.14,759.49,662.28,811.66,"UPSC CSE 2025
Mains Qualifying Marks:
UR: 816.18 | OBC: 752.14 | SC: 759.49 | ST: 662.28 | EWS: 811.66
Total Marks: 1750"
IBPS PO,IBPS,2020,Prelims,100,57.26,51.18,50.97,36.62,51.9,"IBPS PO 2020
Prelims Qualifying Marks:
UR: 57.26 | OBC: 51.18 | SC: 50.97 | ST: 36.62 | EWS: 51.9
Total Marks: 100"
SBI PO,SBI,2024,Mains,225,114.0,96.89,90.29,74.33,110.53,"SBI PO 2024 Mains Cutoff Marks (Out of 225):
General: 114.0
OBC: 96.89
SC: 90.29
ST: 74.33
EWS: 110.53"
UPSC CSE,UPSC,2025,Mains,1750,841.95,805.4,758.91,718.25,835.36,"Category-wise Mains cut-off marks for UPSC CSE 2025:
Unreserved: 841.95, Other Backward Classes: 805.4, Scheduled Caste: 758.91, Scheduled Tribe: 718.25. Maximum marks: 1750."
RRB NTPC,RRB,2024,CBT-1,100,63.56,63.84,60.87,51.27,56.92,"RRB NTPC 2024
CBT-1 Qualifying Marks:
UR: 63.56 | OBC: 63.84 | SC: 60.87 | ST: 51.27 | EWS: 56.92
Total Marks: 100"
APPSC Group I,APPSC,2020,Mains,900,514.43,480.11,421.74,369.76,508.5,"APPSC Group I 2020
Mains Qualifying Marks:
UR: 514.43 | OBC: 480.11 | SC: 421.74 | ST: 369.76 | EWS: 508.5
Total Marks: 900"
RRB NTPC,RRB,2022,CBT-2,120,90.49,84.41,61.94,68.01,86.81,"RRB NTPC 2022
CBT-2 Qualifying Marks:
UR: 90.49 | OBC: 84.41 | SC: 61.94 | ST: 68.01 | EWS: 86.81
Total Marks: 120"
SSC CGL,SSC,2023,Final,700,531.91,526.32,496.67,398.85,524.97,"Category-wise Final cut-off marks for SSC CGL 2023:
Unreserved: 531.91, Other Backward Classes: 526.32, Scheduled Caste: 496.67, Scheduled Tribe: 398.85. Maximum marks: 700."
APPSC Group I,APPSC,2022,Final,1050,627.11,588.97,555.69,475.66,622.19,"The cutoff for APPSC Group I Final (2022) has been declared. General category cutoff is 627.11/1050, OBC cutoff is 588.97/1050, SC cutoff is 555.69/1050, ST cutoff is 475.66/1050."
IBPS PO,IBPS,2021,Mains,225,122.84,120.3,111.91,68.23,118.63,"IBPS PO 2021
Mains Qualifying Marks:
UR: 122.84 | OBC: 120.3 | SC: 111.91 | ST: 68.23 | EWS: 118.63
Total Marks: 225"
SBI PO,SBI,2026,Prelims,100,66.05,63.1,53.11,53.76,61.73,"SBI PO 2026 Prelims Cutoff Marks (Out of 100):
General: 66.05
OBC: 63.1
SC: 53.11
ST: 53.76
EWS: 61.73"
RRB NTPC,RRB,2021,CBT-2,120,86.88,72.87,74.56,59.32,79.19,"Category-wise CBT-2 cut-off marks for RRB NTPC 2021:
Unreserved: 86.88, Other Backward Classes: 72.87, Scheduled Caste: 74.56, Scheduled Tribe: 59.32. Maximum marks: 120."
APPSC Group I,APPSC,2021,Final,1050,583.89,658.85,624.54,589.33,580.61,"The cutoff for APPSC Group I Final (2021) has been declared. General category cutoff is 583.89/1050, OBC cutoff is 658.85/1050, SC cutoff is 624.54/1050, ST cutoff is 589.33/1050."
RBI Grade B,RBI,2021,Phase-II,300,199.17,153.04,134.84,120.0,195.28,"RBI Grade B 2021 Phase-II Cutoff Marks (Out of 300):
General: 199.17
OBC: 153.04
SC: 134.84
ST: 120.0
EWS: 195.28"
TSPSC Group I,TSPSC,2020,Final,1050,694.46,667.86,563.76,501.67,686.73,"The cutoff for TSPSC Group I Final (2020) has been declared. General category cutoff is 694.46/1050, OBC cutoff is 667.86/1050, SC cutoff is 563.76/1050, ST cutoff is 501.67/1050."
