text,entities_extracted,organization,exam_name,vacancies
"GOVERNMENT OF INDIA
Telangana State Public Service Commission
EMPLOYMENT NOTIFICATION NO. 27/2024

TSPSC proposes to fill up 3 vacancies of Agniveer (General Duty) on direct recruitment basis.

1. ELIGIBILITY CRITERIA:
   (a) Educational Qualification: B.Sc. in Computer Science/IT with minimum 60% marks
   (b) Age Limit: 18-35 years (Relaxation applicable as per Central Government Rules)
   (c) Experience: 2 years of experience in relevant field

2. PAY AND ALLOWANCES:
   Pay Band-3: ₹15,600-39,100 + Grade Pay ₹5,400 plus DA, HRA, and other allowances as per Central Government Rules.

3. APPLICATION FEE:
   ₹2000 (SC/ST/Women/PwBD candidates exempted)

4. IMPORTANT DATES:
   Start Date of Online Application: 19-03-2026
   Last Date of Online Application: 07.02.2026
   Tentative Date of CBT/Examination: 5-Aug-2026","ORGANIZATION:TSPSC; VACANCY_COUNT:3; POST_NAME:Agniveer (General Duty); QUALIFICATION:B.Sc. in Computer Science/IT with minimum 60% marks; AGE_LIMIT:18-35 years; EXPERIENCE:2 years of experience in relevant field; PAY_SCALE:Pay Band-3: ₹15,600-39,100 + Grade Pay ₹5,400; APPLICATION_FEE:₹2000; START_DATE:19-03-2026; LAST_DATE:07.02.2026; EXAM_DATE:5-Aug-2026",TSPSC,Combined Defence Services Examination (CDS) 2026,3
"Defence Research & Development Organisation
RECRUITMENT OF PROBATIONARY OFFICER - 2025

DRDO invites applications from eligible Indian Citizens for appointment of Probationary Officer in various branches/offices across India.

Vacancies: 3000 (including backlog)
Category-wise: UR-1200, OBC-810, SC-450, ST-240, EWS-300

Eligibility: B.Sc. Nursing from recognized institute
Age on cutoff date: 21-32 years
Fee: ₹300 + GST for General/OBC, Nil for SC/ST/PwBD
CTC: ₹44,900-₹1,42,400 (7th CPC) approximately
Online application: 14 October, 2026 to 03 April 2026
Online exam: 26.04.2026
Experience: 5 years of experience in relevant field","ORGANIZATION:DRDO; POST_NAME:Probationary Officer; VACANCY_COUNT:3000; QUALIFICATION:B.Sc. Nursing from recognized institute; AGE_LIMIT:21-32 years; APPLICATION_FEE:₹300; PAY_SCALE:₹44,900-₹1,42,400 (7th CPC); START_DATE:14 October, 2026; LAST_DATE:03 April 2026; EXAM_DATE:26.04.2026; EXPERIENCE:5 years of experience in relevant field",DRDO,DRDO CEPTAM Recruitment 2026,3000
"BEL Recruitment 2025 - Junior Engineer (Civil/Mechanical/Electrical/IT)

The Bharat Electronics Limited has announced 15 vacancies.
Eligible candidates having Degree in Engineering with 2 years experience can apply.
Candidates age should not exceed 19.5-25 years.
Pay: Level-11: ₹67,700-2,08,700
Fee: ₹100
Apply from: 03.07.2026
Apply before: 7-Nov-2027
Exam: 24 April, 2027
Experience required: 3 years of experience in relevant field","ORGANIZATION:BEL; POST_NAME:Junior Engineer (Civil/Mechanical/Electrical/IT); VACANCY_COUNT:15; QUALIFICATION:Degree in Engineering with 2 years experience; AGE_LIMIT:19.5-25 years; PAY_SCALE:Level-11: ₹67,700-2,08,700; APPLICATION_FEE:₹100; START_DATE:03.07.2026; LAST_DATE:7-Nov-2027; EXAM_DATE:24 April, 2027; EXPERIENCE:3 years of experience in relevant field",BEL,APPSC Degree College Lecturer Recruitment 2026,15
"The LIC invites online applications from eligible candidates for direct recruitment to 750 posts of Management Trainee in Life Insurance Corporation of India. Candidates should possess Degree in Engineering with 2 years experience. The age of the candidate should be between 19.5-25 years. Application fee is ₹2000. The pay scale for the post is Level-12: ₹78,800-2,09,200. Interested candidates may apply online from 10/11/2026 to 01-01-2027. The computer based test is tentatively scheduled on 2 July, 2026. Required experience: Freshers eligible.","ORGANIZATION:LIC; VACANCY_COUNT:750; POST_NAME:Management Trainee; QUALIFICATION:Degree in Engineering with 2 years experience; AGE_LIMIT:19.5-25 years; APPLICATION_FEE:₹2000; PAY_SCALE:Level-12: ₹78,800-2,09,200; START_DATE:10/11/2026; LAST_DATE:01-01-2027; EXAM_DATE:2 July, 2026; EXPERIENCE:Freshers eligible",LIC,IBPS Clerk Recruitment CRP Clerks-XIV,750
"GOVERNMENT OF INDIA
Delhi Metro Rail Corporation
EMPLOYMENT NOTIFICATION NO. 30/2026

DMRC proposes to fill up 5 vacancies of Technical Officer on direct recruitment basis.

1. ELIGIBILITY CRITERIA:
   (a) Educational Qualification: Any Degree with knowledge of Computer Applications
   (b) Age Limit: 19.5-25 years (Relaxation applicable as per Central Government Rules)
   (c) Experience: No experience required

2. PAY AND ALLOWANCES:
   Level-11: ₹67,700-2,08,700 plus DA, HRA, and other allowances as per Central Government Rules.

3. APPLICATION FEE:
   ₹600 (SC/ST/Women/PwBD candidates exempted)

4. IMPORTANT DATES:
   Start Date of Online Application: 22-Mar-2026
   Last Date of Online Application: 11.12.2027
   Tentative Date of CBT/Examination: 07 September 2026","ORGANIZATION:DMRC; VACANCY_COUNT:5; POST_NAME:Technical Officer; QUALIFICATION:Any Degree with knowledge of Computer Applications; AGE_LIMIT:19.5-25 years; EXPERIENCE:No experience required; PAY_SCALE:Level-11: ₹67,700-2,08,700; APPLICATION_FEE:₹600; START_DATE:22-Mar-2026; LAST_DATE:11.12.2027; EXAM_DATE:07 September 2026",DMRC,TSPSC Group-III Services Recruitment 2026,5
"WALK-IN INTERVIEW / RECRUITMENT DRIVE
Railway Recruitment Boards (RRB)

Post: Degree College Lecturer
Number of Posts: 15 nos.
Qualification: Bachelor Degree in any discipline from recognized university
Age: Not exceeding 20-30 years
Consolidated Pay: Level-8: ₹47,600-1,51,100
No application fee required.
Registration Date: 22-08-2026
Walk-in Date: 4-Dec-2026
Experience: 1 years of experience in relevant field","ORGANIZATION:RRB; POST_NAME:Degree College Lecturer; VACANCY_COUNT:15; QUALIFICATION:Bachelor Degree in any discipline from recognized university; AGE_LIMIT:20-30 years; PAY_SCALE:Level-8: ₹47,600-1,51,100; START_DATE:22-08-2026; LAST_DATE:4-Dec-2026; EXPERIENCE:1 years of experience in relevant field",RRB,TSPSC Group-II Services Recruitment 2026,15
"WALK-IN INTERVIEW / RECRUITMENT DRIVE
National Bank for Agriculture & Rural Development (NABARD)

Post: Agniveer (General Duty)
Number of Posts: 5 nos.
Qualification: B.E./B.Tech in any engineering discipline with valid GATE score
Age: Not exceeding 21-35 years
Consolidated Pay: Level-6: ₹35,400-1,12,400
No application fee required.
Registration Date: 24/08/2026
Walk-in Date: 12 February, 2027
Experience: 1 years of experience in relevant field","ORGANIZATION:NABARD; POST_NAME:Agniveer (General Duty); VACANCY_COUNT:5; QUALIFICATION:B.E./B.Tech in any engineering discipline with valid GATE score; AGE_LIMIT:21-35 years; PAY_SCALE:Level-6: ₹35,400-1,12,400; START_DATE:24/08/2026; LAST_DATE:12 February, 2027; EXPERIENCE:1 years of experience in relevant field",NABARD,Engineering Services Examination (ESE) 2026,5
"RECRUITMENT NOTIFICATION
Advertisement No. 1/2026
Organization: National Thermal Power Corporation
Name of Post: Stenographer Grade C
No. of Vacancies: 10000
Qualification Required: MBA/PGDM from recognized institute
Maximum Age: 21-32 years
Fee: ₹300
Salary/Pay: Pay Band-2: ₹9,300-34,800 + Grade Pay ₹4,200
Opening Date: 13.11.2026
Closing Date: 24.05.2027
Exam Date: 06/06/2026
Work Experience: 3 years of experience in relevant field","POST_NAME:Stenographer Grade C; VACANCY_COUNT:10000; QUALIFICATION:MBA/PGDM from recognized institute; AGE_LIMIT:21-32 years; APPLICATION_FEE:₹300; PAY_SCALE:Pay Band-2: ₹9,300-34,800 + Grade Pay ₹4,200; START_DATE:13.11.2026; LAST_DATE:24.05.2027; EXAM_DATE:06/06/2026; EXPERIENCE:3 years of experience in relevant field",NTPC,Stenographer Grade C & D Recruitment 2026,10000
"RECRUITMENT NOTIFICATION
Advertisement No. 5/2025
Organization: Bharat Electronics Limited
Name of Post: ASI
No. of Vacancies: 500
Qualification Required: Bachelor Degree in any discipline from recognized university
Maximum Age: 21-32 years
Fee: ₹200
Salary/Pay: ₹25,000 consolidated per month
Opening Date: 08.08.2026
Closing Date: 06-08-2026
Exam Date: 14 November, 2026
Work Experience: 5 years of experience in relevant field","POST_NAME:ASI; VACANCY_COUNT:500; QUALIFICATION:Bachelor Degree in any discipline from recognized university; AGE_LIMIT:21-32 years; APPLICATION_FEE:₹200; PAY_SCALE:₹25,000 consolidated per month; START_DATE:08.08.2026; LAST_DATE:06-08-2026; EXAM_DATE:14 November, 2026; EXPERIENCE:5 years of experience in relevant field",BEL,Coal India Management Trainee through GATE 2026,500
"GOVERNMENT OF INDIA
Defence Research & Development Organisation
EMPLOYMENT NOTIFICATION NO. 29/2025

DRDO proposes to fill up 10000 vacancies of PGT Computer Science on direct recruitment basis.

1. ELIGIBILITY CRITERIA:
   (a) Educational Qualification: MBBS from recognized medical college
   (b) Age Limit: 17.5-21 years (Relaxation applicable as per Central Government Rules)
   (c) Experience: 3 years of experience in relevant field

2. PAY AND ALLOWANCES:
   Pay Band-2: ₹9,300-34,800 + Grade Pay ₹4,200 plus DA, HRA, and other allowances as per Central Government Rules.

3. APPLICATION FEE:
   ₹1000 (SC/ST/Women/PwBD candidates exempted)

4. IMPORTANT DATES:
   Start Date of Online Application: 17-03-2026
   Last Date of Online Application: 03.04.2026
   Tentative Date of CBT/Examination: 26.10.2026","ORGANIZATION:DRDO; VACANCY_COUNT:10000; POST_NAME:PGT Computer Science; QUALIFICATION:MBBS from recognized medical college; AGE_LIMIT:17.5-21 years; EXPERIENCE:3 years of experience in relevant field; PAY_SCALE:Pay Band-2: ₹9,300-34,800 + Grade Pay ₹4,200; APPLICATION_FEE:₹1000; START_DATE:17-03-2026; LAST_DATE:03.04.2026; EXAM_DATE:26.10.2026",DRDO,Power Grid Executive Trainee through GATE 2026,10000
"Staff Selection Commission (SSC) has released notification for TSPSC Group-I Services Recruitment 2026. Total number of vacancies: 750 posts for the post of Staff Nurse. Educational Qualification: B.Ed. with B.Sc. in relevant subject. Age Limit: 25-40 years as on last date of application (relaxation for reserved categories as per govt rules). Application Fee: ₹750 for General/OBC candidates (SC/ST/PH candidates are exempted). Pay Scale: ₹50,000-₹60,000 per month. Application Start Date: 09/12/2026. Last Date to Apply: 24/09/2027. Date of Examination: 12 February 2026. Experience: 3 years of experience in relevant field.","ORGANIZATION:SSC; VACANCY_COUNT:750; POST_NAME:Staff Nurse; QUALIFICATION:B.Ed. with B.Sc. in relevant subject; AGE_LIMIT:25-40 years; APPLICATION_FEE:₹750; PAY_SCALE:₹50,000-₹60,000 per month; START_DATE:09/12/2026; LAST_DATE:24/09/2027; EXAM_DATE:12 February 2026; EXPERIENCE:3 years of experience in relevant field",SSC,TSPSC Group-I Services Recruitment 2026,750
"Telangana PUBLIC SERVICE COMMISSION
NOTIFICATION NO. 14/2025

The Telangana Public Service Commission (TSPSC) invites applications for recruitment to the post of Junior Engineer (Civil/Mechanical/Electrical/IT).

Total Vacancies: 30 posts
Educational Qualification: B.E./B.Tech in any engineering discipline with valid GATE score
Age: 19.5-25 years as on 01/07/2024
Fee: ₹300
Pay Scale: Level-2: ₹19,900-63,200
Registration Start: 07/06/2026
Last Date to Apply: 28-08-2026
Preliminary Exam Date: 09/04/2026
Experience: No experience required
Selection: Prelims + Mains + Interview","ORGANIZATION:TSPSC; POST_NAME:Junior Engineer (Civil/Mechanical/Electrical/IT); VACANCY_COUNT:30; QUALIFICATION:B.E./B.Tech in any engineering discipline with valid GATE score; AGE_LIMIT:19.5-25 years; APPLICATION_FEE:₹300; PAY_SCALE:Level-2: ₹19,900-63,200; START_DATE:07/06/2026; LAST_DATE:28-08-2026; EXAM_DATE:09/04/2026; EXPERIENCE:No experience required",TSPSC,HAL Management Trainee Recruitment 2026,30
"RECRUITMENT NOTIFICATION
Advertisement No. 10/2026
Organization: Airports Authority of India
Name of Post: Primary Teacher (PRT)
No. of Vacancies: 3
Qualification Required: MBA/PGDM from recognized institute
Maximum Age: 18-25 years
Fee: ₹2000
Salary/Pay: Level-10: ₹56,100-1,77,500
Opening Date: 15.12.2026
Closing Date: 15-Sep-2027
Exam Date: 13-May-2026
Work Experience: No experience required","POST_NAME:Primary Teacher (PRT); VACANCY_COUNT:3; QUALIFICATION:MBA/PGDM from recognized institute; AGE_LIMIT:18-25 years; APPLICATION_FEE:₹2000; PAY_SCALE:Level-10: ₹56,100-1,77,500; START_DATE:15.12.2026; LAST_DATE:15-Sep-2027; EXAM_DATE:13-May-2026; EXPERIENCE:No experience required",AAI,NIC Scientist B Recruitment 2026,3
"Notification: AAI Junior Executive Recruitment 2026
Issued by: Bharat Electronics Limited
Total posts to be filled: 50
Post name: Management Trainee
Required qualification: B.Ed. with B.Sc. in relevant subject
Age criteria: 21-30 years
Exam fee: ₹500
Pay after selection: Level-7: ₹44,900-1,42,400
Important dates - 
  Apply from: 21-04-2026
  Apply till: 18-Aug-2026
  Exam on: 23/04/2027
Experience criteria: 2 years of experience in relevant field","VACANCY_COUNT:50; POST_NAME:Management Trainee; QUALIFICATION:B.Ed. with B.Sc. in relevant subject; AGE_LIMIT:21-30 years; APPLICATION_FEE:₹500; PAY_SCALE:Level-7: ₹44,900-1,42,400; START_DATE:21-04-2026; LAST_DATE:18-Aug-2026; EXAM_DATE:23/04/2027; EXPERIENCE:2 years of experience in relevant field",BEL,AAI Junior Executive Recruitment 2026,50
"Staff Selection Commission (SSC) has released notification for RRB Group D Recruitment 2026. Total number of vacancies: 200 posts for the post of Graduate Engineer Trainee (GET). Educational Qualification: MBA/PGDM from recognized institute. Age Limit: 17.5-21 years as on last date of application (relaxation for reserved categories as per govt rules). Application Fee: ₹1000 for General/OBC candidates (SC/ST/PH candidates are exempted). Pay Scale: Level-5: ₹29,200-92,300. Application Start Date: 11-Jun-2026. Last Date to Apply: 7-Jun-2026. Date of Examination: 17/03/2026. Experience: 2 years of experience in relevant field.","ORGANIZATION:SSC; VACANCY_COUNT:200; POST_NAME:Graduate Engineer Trainee (GET); QUALIFICATION:MBA/PGDM from recognized institute; AGE_LIMIT:17.5-21 years; APPLICATION_FEE:₹1000; PAY_SCALE:Level-5: ₹29,200-92,300; START_DATE:11-Jun-2026; LAST_DATE:7-Jun-2026; EXAM_DATE:17/03/2026; EXPERIENCE:2 years of experience in relevant field",SSC,RRB Group D Recruitment 2026,200
"Notification: Coal India Management Trainee through GATE 2026
Issued by: National Institute of Electronics & IT
Total posts to be filled: 25
Post name: Technical Officer
Required qualification: B.Sc. Nursing from recognized institute
Age criteria: 18-27 years
Exam fee: No fee
Pay after selection: Level-12: ₹78,800-2,09,200
Important dates - 
  Apply from: 24/02/2026
  Apply till: 01 July 2027
  Exam on: 10/12/2026
Experience criteria: 5 years of experience in relevant field","VACANCY_COUNT:25; POST_NAME:Technical Officer; QUALIFICATION:B.Sc. Nursing from recognized institute; AGE_LIMIT:18-27 years; APPLICATION_FEE:No fee; PAY_SCALE:Level-12: ₹78,800-2,09,200; START_DATE:24/02/2026; LAST_DATE:01 July 2027; EXAM_DATE:10/12/2026; EXPERIENCE:5 years of experience in relevant field",NIELIT,Coal India Management Trainee through GATE 2026,25
"Defence Research & Development Organisation (DRDO) has released notification for RRB Group D Recruitment 2026. Total number of vacancies: 15 posts for the post of Technical Officer. Educational Qualification: Intermediate (10+2) with typing speed 35 WPM. Age Limit: 19.5-25 years as on last date of application (relaxation for reserved categories as per govt rules). Application Fee: ₹2000 for General/OBC candidates (SC/ST/PH candidates are exempted). Pay Scale: Pay Band-3: ₹15,600-39,100 + Grade Pay ₹5,400. Application Start Date: 19.12.2026. Last Date to Apply: 19/09/2026. Date of Examination: 20 September, 2027. Experience: 2 years of experience in relevant field.","ORGANIZATION:DRDO; VACANCY_COUNT:15; POST_NAME:Technical Officer; QUALIFICATION:Intermediate (10+2) with typing speed 35 WPM; AGE_LIMIT:19.5-25 years; APPLICATION_FEE:₹2000; PAY_SCALE:Pay Band-3: ₹15,600-39,100 + Grade Pay ₹5,400; START_DATE:19.12.2026; LAST_DATE:19/09/2026; EXAM_DATE:20 September, 2027; EXPERIENCE:2 years of experience in relevant field",DRDO,RRB Group D Recruitment 2026,15
